audio,retardo_ms,latencia_computacional_ms,latencia_p90_ms,latencia_primer_tercio_ms,latencia_ultimo_tercio_ms,duracion_audio_s,tiempo_total_s,rtf,hypothesis,reference
en.20081118.4.2-057,320,69.89884854221516,88.2120929994926,71.27129405955978,69.6533632905954,77.1989375,67.13685116299985,0.8696603002210989," Gracias, señor presidente. En primer lugar, sumame a las felicitaciones del señor ponente, el señor Capula Santos, por su magnífico trabajo. Creo que ha encontrado equilibrio y moderación en su informe. Creo que lo importante a estas alturas del debate es mandar un mensaje de estabilidad para nuestros agricultores. Los agricultores europeos necesitan más que nunca estabilidad y soluciones. Es necesario periodos transitorios suficientes, así como mantener medidas específicas que sean necesarias para sectores en dificultad. Señora comisaria, no valen las mismas soluciones para todos los sectores y hay que recordar que tenemos sectores que están atravesando verdaderas dificultades. La política agraria común no tiene que ser el problema, sino la solución, y para ello necesitamos un primer pilar fuerte. Creemos y apostamos por el desarrollo rural, pero no creemos que la modulación propuesta por la Comisión sea la solución. No se trata de fortalecer el desarrollo rural en detrimento del primer pilar. Estamos de acuerdo en que hay que simplificar el régimen de pago único, en revisar los instrumentos del mercado, pero eso no significa desmantelarlos. Si lo hacemos bien, estaremos poniendo las bases para una política agraria común más allá del 2013. Si no, estaremos acabando con la actividad de muchos agricultores europeos. Gracias. Gracias. No veo una...","Señor Presidente , en primer lugar , quería sumarme a la felicitación al ponente , el señor Capoulas Santos , por su magnífico trabajo . Creo que ha encontrado equilibrio y moderación en su informe .
Creo que lo importante , a estas alturas del debate , es mandar un mensaje de estabilidad a nuestros agricultores . Los agricultores europeos necesitan más que nunca estabilidad y soluciones . Son necesarios períodos transitorios suficientes , así como mantener medidas específicas que sean necesarias para sectores en dificultad .
Señora Comisaria , no valen las mismas soluciones para todos los sectores . Hay que recordar que tenemos sectores que están atravesando verdaderas dificultades . La Política Agrícola Común no tiene que ser el problema , sino la solución , y para ello necesitamos un primer pilar fuerte .
Creemos en el desarrollo rural y apostamos por él , pero no creemos que la modulación propuesta por la Comisión sea la solución . No se trata de fortalecer el desarrollo rural en detrimento del primer pilar . Estamos de acuerdo en que hay que simplificar el régimen de pago único , en revisar los instrumentos de mercado . Pero eso no significa desmantelarlos .
Si lo hacemos bien , estaremos poniendo las bases para una Política Agrícola Común más allá de 2013 ; si no , estaremos acabando con la actividad de muchos agricultores europeos .
"
en.20081118.5.2-089,320,69.93083254157168,87.64515099974233,71.75419091831516,69.31968246135109,109.1960625,95.13799688099971,0.8712584932355021," Estamos ante un plan muy esperado por el sector hortofrutícola, no solamente por las dificultades a las que atraviesa, sino también por el preocupante descenso del consumo. Creo que nos encontramos ante un plan de promoción de salud pública. Yo creo que debe ser un plan europeo y también defiendo la plena financiación comunitaria. No estoy de acuerdo en que puedan entrar los padres en la cofinanciación porque pasará lo de siempre. Los padres que puedan aportar dinero, sus hijos en las escuelas consumirán frutas y hortalizas y los que no se quedarán fuera del programa. Creo que tiene que ser un plan financiado comunitariamente para que su distribución sea homogénea. Por ello también quiero hacer mucho hincapié en que hay que poner el acento en las medidas educativas. No se trata solo de que un alumno se coma una manzana, sino que sepa qué tipo de manzana se está comiendo. Conozca sus propiedades nutritivas y comprenda los efectos beneficiosos que dichas frutas tienen para su salud y para su desarrollo. Por supuesto, debe tratarse de productos de todas las garantías de calidad, dando prioridad, si puede ser, a las frutas de temporada y, cuando sea posible, yo defiendo el origen comunitario de nuestras frutas y hortalizas. Creo que sus efectos beneficiosos de este plan, que aplaudo y por lo cual quiero felicitar a la comisaria, los notaremos inmediatamente. Por supuesto, para la salud presente y futura de nuestros niños y su educación alimentaria, pero también creo que es muy importante para el sector hortofrutícola. Un sector productivo que constituye un auténtico patrimonio cultural europeo. Pues gracias a él podemos disfrutar de una dieta equilibrada, sana y variada. Creo que merece la pena apostar e invertir en este plan de distribución de frutas y hortalizas en nuestras escuelas. Creo que el presupuesto se queda un poco corto porque, vuelvo a decir, que defiendo la plena financiación comunitaria de un plan tan ambicioso como este. Muchas gracias.","Señor Presidente , estamos ante un plan muy esperado por el sector hortofrutícola , no solamente por las dificultades por las que atraviesa , sino también por el preocupante descenso del consumo .
Nos encontramos ante un plan de promoción de la salud pública ; creo que debe ser un plan europeo , y también defiendo la plena financiación comunitaria . No estoy de acuerdo en que puedan entrar los padres en la cofinanciación , porque pasará lo de siempre : aquellos niños cuyos padres puedan aportar dinero , consumirán frutas y hortalizas en las escuelas , y los que no , se quedarán fuera del programa .
Creo que tiene que ser un plan financiado comunitariamente para que su distribución sea homogénea . Por ello también quiero hacer mucho hincapié en que hay que poner el acento en las medidas educativas . No se trata solo de que un alumno se coma una manzana , sino de que sepa qué tipo de manzana se está comiendo , conozca sus propiedades nutritivas y comprenda los efectos beneficiosos que dicha fruta tiene para su salud y para su desarrollo .
Por supuesto , debe tratarse de productos con todas las garantías de calidad , dando prioridad , si puede ser , a las frutas de temporada y , cuando sea posible , yo defiendo el origen comunitario de nuestras frutas y hortalizas .
Creo que los efectos beneficiosos de este plan , que aplaudo y por el cual quiero felicitar a la Comisaria , los notaremos inmediatamente ; por supuesto , en la salud presente y futura de nuestros niños y su educación alimentaria , pero también creo que es muy importante para el sector hortofrutícola , un sector productivo que constituye un auténtico patrimonio cultural europeo , pues gracias a él podemos disfrutar de una dieta equilibrada , sana y variada .
Creo que merece la pena apostar e invertir en este plan de distribución de frutas y hortalizas en nuestras escuelas . Creo que el presupuesto se queda un poco corto , porque , vuelvo a decirlo , defiendo la plena financiación comunitaria de un plan tan ambicioso como éste .
"
en.20081119.18.3-173,320,68.06000357232263,85.09651659969678,67.39063568794589,68.84905644277082,128.1899375,108.95034016999944,0.8499133574349346," Sí, gracias, presidente. Le pido que estas primeras palabras no las incluya, por favor, en el tiempo, en la máquina infernal del tiempo, porque mis primeras palabras son para sumarme al mensaje de condolencia expresado por esta Cámara dirigido hacia la señora Clamp y, sobre todo, para felicitar a los ponentes. Ahora sí que empiezo. Le felicito a los ponentes porque con estas dos propuestas estamos dando un paso cualificativo hacia una política común de inmigración y entramos en la promoción de la inmigración legal. Pilar clave del enfoque global que defendemos. El marco general de derechos y el permiso único de residencia y trabajo para los emigrantes legales deben extenderse al mayor número de trabajadores. Por eso, los socialistas pedimos que no se excluya a ninguna categoría de trabajadores. La denominada tarjeta azul brinda una oportunidad para que los emigrantes se instalen con sus familias y trabajen en nuestros países, les abre una puerta única a 27 mercados laborales. Ahora bien, por esta puerta no solo deben entrar los trabajadores altamente cualificados. Por ello, esperamos, señor comisario, que la comisión nos presente en breve sus propuestas relativas a las otras categorías laborales. Señorías, debemos luchar contra la fuga de cerebros. Esta tarjeta azul no debe convertirse en un pasaporte que favorezca una sangría de recursos humanos vitales en los países en vía de desarrollo. Por ello, desde el Grupo Socialista queremos que por cada profesional cualificado que venga a Europa costeemos la formación de un nuevo profesional en el país de origen. Por último, Europa debe ser un destino atractivo no solo para los talentos venidos de fuera de la Unión, sino también para los nuestros. En 2007, casi 300.000 europeos altamente cualificados se marcharon a trabajar fuera de la Unión. Hagamos todo lo posible por mantenerlos en la Casa Europea. Muchas gracias.","Señor Presidente , le pido que estas primeras palabras no las incluya , por favor , en la máquina infernal del tiempo , porque mis primeras palabras son para sumarme al mensaje de condolencia , expresado por esta Cámara y dirigido hacia la señora Klamt , y , sobre todo , para felicitar a los ponentes .
Ahora sí que empiezo . Felicito a los ponentes porque , con estas dos propuestas , estamos dando un paso cualitativo hacia una política común de inmigración y entramos en la promoción de la inmigración legal , pilar clave del enfoque global que defendemos .
El marco general de derechos y el permiso único de residencia y trabajo para los emigrantes legales , deben extenderse al mayor número de trabajadores . Por eso , los socialistas pedimos que no se excluya a ninguna categoría de trabajadores .
La denominada « tarjeta azul » brinda una oportunidad para que los emigrantes se instalen con sus familias y trabajen en nuestros países . Les abre una puerta única a 27 mercados laborales . Ahora bien , por esta puerta no sólo deben entrar los trabajadores altamente cualificados . Por ello , esperamos , señor Comisario , que la Comisión nos presente en breve sus propuestas relativas a las otras categorías laborales .
Señorías , debemos luchar contra la fuga de cerebros . Esta tarjeta azul no debe convertirse en un pasaporte que favorezca una sangría de recursos humanos vitales en los países en desarrollo . Por ello , desde el Grupo Socialista queremos que , por cada profesional cualificado que venga a Europa , costeemos la formación de un nuevo profesional en el país de origen .
Por último , Europa debe ser un destino atractivo , no sólo para los talentos venidos de fuera de la Unión , sino también para los nuestros . En 2007 , casi 300 000 europeos altamente cualificados se marcharon a trabajar fuera de la Unión . Hagamos todo lo posible por mantenerlos en la casa europea .
"
en.20081119.21.3-287,320,67.11662509190529,85.59371839965024,68.2635974537884,67.39555701665267,29.2033125,24.219804234999174,0.8293512674289663," Señora vicepresidenta, ¿le parece a usted que el Gracias.","Señora Vicepresidenta , ¿ le parece a usted que la cercanía o la lejanía de los candidatos a los electores tienen que ver con el grado de participación en las elecciones europeas ? ¿ Está usted de acuerdo en que un Estado de 45 millones de habitantes no tenga más que una sola circunscripción electoral para las elecciones al Parlamento Europeo ? ¿ Qué puede hacer la Comisión para que los Estados de mayor número de población puedan tener circunscripciones más próximas a los ciudadanos ?
"
en.20081119.21.3-290,320,67.38428016666106,83.29044579977563,65.42478578571068,64.40251085707261,7.19075,5.754348888000095,0.8002432135730062," Disculpenme, pero no he oído que la señora vicepresidenta haya contestado a mis preguntas.","Discúlpeme , pero no he oído que la señora Vicepresidenta haya contestado a mis preguntas .
"
en.20081119.21.3-302,320,68.06320041045882,82.9579532000935,65.82704641816346,69.04783543372521,40.2095625,33.91656442000021,0.843494987541837," Muchas gracias señora presidenta, me ha dado usted bastante información, diera buenos resultados, ¿cree posible la Comisión extender esa experiencia al resto de los países de la orilla sur del Mediterráneo?","Muchas gracias , señora Vicepresidenta . Me ha dado usted bastante información sobre el tema que planteaba y le agradezco esa información detallada . Creo que es importante la nueva etapa de la Comisión y , sobre todo , el proyecto de Bamako de un centro de la Unión Europea en materia de inmigración . Sé que acaba de abrirse , que es probablemente muy pronto , pero la pregunta que hago a la Comisión es : ¿ En el caso de que ese proyecto de Bamako ( Malí ) en materia de inmigración diera buenos resultados , cree posible la Comisión extender esa experiencia al resto de los países de la orilla sur del Mediterráneo ?
"
en.20081119.21.3-308,320,68.56570449065414,86.43540520015449,64.834537906561,73.33653864807948,26.2079375,22.18553094500021,0.8465195303903716," Esco la respuesta en nombre del señor Yáñez, pero he de decir, comisaria, al señor Michel, que sus acciones, sus palabras y sus gestos son muy necesarios en contacto directo y realmente con la oposición democrática cubana para cumplir las conclusiones prioritarias del Consejo y reducir los efectos de la terrible dictadura castrista en favor de la libertad.","Agradezco la respuesta en nombre del señor Yañez-Barnuevo , pero he de decir , Comisaria , al señor Michel , que sus acciones , sus palabras y sus gestos son muy necesarios en contacto directo entablado realmente con la oposición democrática cubana para cumplir las conclusiones prioritarias del Consejo y reducir los efectos de la terrible dictadura castrista y favorecer a la libertad .
"
en.20081120.29.4-238,320,72.94019974237082,95.43504149996807,73.02428684352675,71.68895208779126,126.1930625,114.85252469699935,0.9101334290623097," Señor Presidente, en nombre del Grupo Socialista, quiero expresar la más enérgica repulsa de mi grupo a los asesinatos que se están cometiendo en esta región de Somalia, invocando el nombre de Dios, es decir, yo creo que hay pocos... Pocas barbaridades se han cometido por alguien que no haya invocado el nombre de Dios o de una religión. Concretamente, la forma en la que se cometió este atroz asesinato, ya lo sabemos, una niña de 13 años que es violada y que luego es acusada de adulterios, y que cinco hombres, si se pueden llamar hombres, se apresuran a lapidarlas e impiden incluso que alguien trate de salvarlas. En un estadio ocupado por mil personas. Esto unido a los actos de piratería que este año en las costas de Somalia han alcanzado el nivel de mil barcos secuestrados, constituye una situación humanitaria absolutamente inadmisible. La comunidad internacional no puede permanecer impasible ante esto. No puede permanecer impasible ante la cobardía, ante la invocación religiosa para cometer barbaridades y, por tanto, tenemos que restablecer el orden apoyando al gobierno legítimo de Somalia a recuperar el control de todo el país y a establecer un Estado de derecho que respete los derechos humanos. Yo creo que en pocas ocasiones se nos ha presentado una situación tan clara y que nos imponga obligaciones. Yo no creo que podamos quedarnos aquí impasibles en esta comunidad de 500 millones de personas y 27 países, la más importante del mundo, sin intervenir en esa situación. No sé cómo se podrá hacer, pero desde luego creo que hay que hacerlo y que hay que intervenir rápidamente. El Grupo Socialista no está de acuerdo con las enmiendas que han sido presentadas a última hora. Que no fueron negociadas en su momento, apoyamos el texto de la resolución común, Y esperamos que este sea el comienzo de una preocupación mayor de la Unión Europea por este tipo de cuestiones humanitarias y por la repulsa de la utilización abusiva de conceptos religiosos para cometer barbaridades en nombre de Dios.","Señor Presidente , en nombre del Grupo Socialista , quiero expresar la más enérgica repulsa de mi grupo por los asesinatos que se están cometiendo en esta región de Somalia invocando el nombre de Dios . Pocas barbaridades han sido cometidas por alguien que no haya invocado el nombre de Dios o de una religión .
Concretamente , la forma en la que se cometió este atroz asesinato : una niña de 13 años que es violada , que luego es acusada de adulterio y a la que cinco hombres – si se pueden llamar hombres – se apresuran a lapidar , impidiendo incluso que alguien trate de salvarla , en un estadio ocupado por mil personas .
Esto , unido a los actos de piratería que este año en las costas de Somalia han alcanzado el nivel de casi 100 barcos secuestrados , constituye una situación humanitaria absolutamente inadmisible .
La comunidad internacional no puede permanecer impasible ante esto . No puede permanecer impasible ante la cobardía , ante la invocación religiosa para cometer barbaridades . Por tanto , tenemos que restablecer el orden , apoyando al Gobierno legítimo de Somalia para que recupere el control de todo el país y establezca un Estado de Derecho que respete los derechos humanos .
Creo que en pocas ocasiones se nos ha presentado una situación tan clara y que nos imponga obligaciones . No creo que podamos quedarnos aquí impasibles , en esta Comunidad de 500 millones de personas y 27 países , la más importante del mundo , sin intervenir en esa situación . No sé cómo se podrá hacer , pero , desde luego , creo que hay que hacerlo y que hay que intervenir rápidamente .
El Grupo Socialista no está de acuerdo con las enmiendas que han sido presentadas a última hora , que no fueron negociadas en su momento . Apoyamos el texto de la resolución común y esperamos que este sea el comienzo de una preocupación mayor de la Unión Europea por este tipo de cuestiones humanitarias y por la repulsa de la utilización abusiva de conceptos religiosos para cometer barbaridades en nombre de Dios .
"
en.20081215.17.1-182,320,71.56384012476516,90.9770160002154,73.47888912843183,70.39877298348158,131.23175,117.10393333699994,0.8923445228536535," Señor presidente, yo creo que la ponente y los oradores que me han precedido han puesto de relieve cuáles son las características de esta propuesta directiva del Parlamento y del Consejo. Se trata del reconocimiento de que también el armamento, las municiones, están dentro del mercado interior. Aunque desde luego con una serie de limitaciones. No se trata de mercancías normales, no son caramelos, ni son objetos de entretenimiento, sino que son objetos que requieren un control preciso. Desde luego hay limitaciones en el propio tratado, el artículo 30 y el artículo 296, que confieren a los Estados responsabilidades importantes en la materia. Y el hecho de que tengamos un mercado común no impide que los estados estén obligados al cumplimiento de las normas de seguridad, y con derecho a aplicarlas cuando se ponen en peligro su propia seguridad. El trabajo que se ha hecho en la Comisión de Asuntos Jurídicos y en las comisiones de opinión que han colaborado con ellas, de acuerdo con el Consejo, bajo la experta dirección de la ponente señora Ruile, han sido muy positivos. Creo que el texto que hoy presentamos es un texto bastante equilibrado, básicamente a pesar de que sobre el papel parecen muchas enmiendas, hoy nos limitamos a una sola enmienda, que es la enmienda 63, que es la que recoge el espíritu de compromiso, y en esa enmienda se puede ver un texto bien articulado, coherente, y que va a permitir el funcionamiento de todo este mercado. Ha puesto de relieve el señor Tubón que esto está en relación con otros textos internacionales, por ejemplo, la adopción en este mismo mes del convenio de Oslo, la firma del convenio de Oslo sobre la prohibición de las municiones de racimo, también el convenio sobre las limitaciones de minas antipersonales, y toda una serie de acuerdos internacionales e incluso de normas de la Unión Europea dirigidas a limitar la utilización de armas. Creo que el modelo nuestro no es el modelo de la libre circulación de armas en cualquier momento, sino de un mercado regulado, controlado por los Estados y controlado también a partir de ahora por las propias instituciones de la Unión Europea. Muchas gracias, señor presidente.","Creo que la ponente y los oradores que me han precedido han puesto de relieve cuáles son las características de esta propuesta de Directiva del Parlamento Europeo y del Consejo .
Se trata del reconocimiento de que también el armamento , las municiones , están dentro del mercado interior aunque , desde luego , con una serie de limitaciones . No se trata de mercancías normales , no son caramelos ni son objetos de entretenimiento , sino que son objetos que requieren un control preciso .
Desde luego , hay limitaciones en el propio Tratado — el artículo 30 y el artículo 296 — que confieren a los Estados responsabilidades importantes en la materia . El hecho de que tengamos un mercado común no impide que los Estados estén obligados al cumplimiento de las normas de seguridad y con derecho a aplicarlas cuando se pone en peligro su propia seguridad .
El trabajo que se ha hecho en la Comisión de Asuntos Jurídicos y en las comisiones competentes para emitir opinión que han colaborado con ella , de acuerdo con el Consejo , bajo la experta dirección de la ponente , señora Rühle , ha sido muy positivo .
Creo que el texto que hoy presentamos es un texto bastante equilibrado . Básicamente , a pesar de que sobre el papel parecen muchas enmiendas , hoy nos limitamos a una sola enmienda — la enmienda 63 , que es la que recoge el espíritu de la transacción — , y en esa enmienda se puede ver un texto y un articulado coherente y que va a permitir el funcionamiento de todo este mercado .
Ha puesto de relieve el señor Toubon que esto está en relación con otros textos internacionales . Por ejemplo , la adopción en este mismo mes del Convenio de Oslo — la firma del Convenio de Oslo — sobre la prohibición de las municiones de racimo , también el Convenio sobre las limitaciones de minas antipersonales y toda una serie de acuerdos internacionales e incluso de normas de la Unión Europea dirigidas a limitar la utilización de armas . Creo que el modelo nuestro no es el modelo de la libre circulación de armas en cualquier momento sino un mercado regulado , controlado por los Estados y controlado también , a partir de ahora , por las propias Instituciones de la Unión Europea .
"
en.20081216.36.2-344,320,67.84197351692957,83.05154939989734,66.54040586791729,71.35584598869939,64.1725625,54.1630484490006,0.8440219049847136," Gracias, señora presidenta, señor comisario. Esta propuesta salió de la comisión hace más de un año con unos objetivos realmente muy ambiciosos. Y en este tiempo han ocurrido convulsiones financieras en el mundo que parecía que iban a hacer naufragar estas medidas. Pero finalmente se ha llegado a un acuerdo equilibrado que no satisface a casi nadie al 100%, pero que es un buen acuerdo que mantiene los objetivos finales, pero que hace más asequibles a las empresas los medios para alcanzarlos. Por eso tenemos que agradecer muy especialmente y felicitar al oponente, señora Doyle, a los ponentes de los otros grupos políticos y a la presidencia francesa, muy especialmente también, porque su trabajo ha hecho que se consiga un buen resultado para todos. Confío en que en un futuro próximo las circunstancias nos permitan ser mucho más ambiciosos y que haya otros países que también se unan a esta cruzada de lucha contra el cambio climático que tanto queremos llevar a cabo en Europa. Muchísimas gracias.","Señora Presidenta , señor Comisario , esta propuesta salió de la Comisión hace más de un año con unos objetivos realmente muy ambiciosos . En este tiempo han ocurrido convulsiones financieras en el mundo que parecía que iban a hacer naufragar estas medidas , pero finalmente se ha llegado a un acuerdo equilibrado , que no satisface a casi a nadie al 100 % , pero que es un buen acuerdo que mantiene los objetivos finales y , al mismo tiempo , hace más asequibles a las empresas los medios para alcanzarlos .
Por eso tenemos que agradecer muy especialmente y felicitar a la ponente , señora Doyle , a los ponentes de los otros Grupos políticos y a la Presidencia francesa muy especialmente también , porque su trabajo ha hecho que se consiguiera un buen resultado para todos .
Confío en que , en un futuro próximo , las circunstancias nos permitan ser mucho más ambiciosos y en que haya otros países que también se unan a esta cruzada de lucha contra el cambio climático que tanto queremos llevar a cabo en Europa .
"
en.20081216.39.2-422,320,68.92440984466717,86.68541480019486,69.2288473506146,70.33375275684517,79.2190625,67.9826780429994,0.858160597936884," Gracias, presidente. Señor comisario, esta era una buena propuesta tal y como salió de la comisión, no solamente por la reducción de azufre, sino también por su nuevo artículo 7 bis, que exigía a los proveedores una reducción gradual de gases de efecto","Señor Presidente , señor Comisario , ésta era una buena propuesta tal y como salió de la Comisión , no solamente por las reducciones de azufre sino también por su nuevo artículo 7
que exigía de los proveedores una reducción gradual de las emisiones de gases de efecto invernadero , y porque resolvía el viejo problema de la presión de vapor para las mezclas de las gasolinas con bioalcohol en países como el mío , de veranos cálidos .
Precisamente esto no pasó el filtro de la votación en la Comisión de Medio Ambiente y esto nos preocupaba a muchos .
Hoy tenemos un acuerdo encima de la mesa que suaviza la aplicación del artículo 7
y que retoma el
de la presión de vapor endureciendo , por supuesto , las condiciones para acceder a la excepción y que , como el resto de este paquete sobre el clima , no satisface a todos al 100 % pero , sin embargo , es asumible por todos .
Quiero agradecer a la señora Corbey su excelente trabajo y la receptividad que ha tenido para solucionar problemas , y también dar las gracias al señor Turmes y , por supuesto , a la Presidencia francesa , que aquí también han hecho un gran alarde de efectividad .
"
en.20081218.38.4-266,320,72.66170816647653,96.39772080035982,68.24010690742801,74.95435940851912,130.210125,117.9593347709997,0.9059152256477728," Muchas gracias, señora presidenta. Tal y como dice el informe, según las estimaciones de 2007, Zimbabue cuenta con una población de 12 millones, en las que casi la mitad de ella está pasando hambre. La media, la esperanza de vida son 36 años. Y más solo un 40% de los profesores del país se está trabajando y únicamente un tercio de los alumnos asista a clase. Con lo cual Mugabe no solo está matando el presente, está matando el futuro. La represión y mutilación de los derechos humanos también está a la orden del día. Los defensores de derechos humanos de Zimbabue han sido sistemáticamente el blanco de detenciones arbitrarias, arrestos y torturas. La legislación introducida por el Gobierno reduce severamente las libertades de expresión, asamblea, movimiento y reunión. Quisiera citar varias de ellas, ya que el Gobierno ha introducido normas cada vez más represivas, las cuales han sido usadas contra estos defensores activistas de los derechos humanos. Por ejemplo, la ley de acceso a la información y protección de la privacidad, usada por el Gobierno para silenciar de forma efectiva a periodistas. La ley de orden público y seguridad, la cual ha limitado severamente la libertad de reunión y cientos de defensores de derechos humanos, incluyendo trabajadores de medios independientes, han sido detenidos arbitrariamente. Y también la ley de organizaciones voluntarias de carácter privado, restablecida en el 2002 por el Gobierno y presuntamente usada para intimidar y acosar a las ONG. Señora Presidente, en mi lengua materna, en euskera, el vasco, que no es oficial en esta Cámara, Mugabe, quiere decir sin límite. Un buen mote para este personaje. El dictador de dicho país africano no es solo uno más dentro de la lista de amplia lista de dictadores que, por desgracia, contamos en este planeta, sino que no me atrevo a decir que ocupa uno de los puestos en el top ten de dictadores y creo que en la UE tenemos que hacer lo imposible para que este personaje se vaya y acabe sus días sentados ante un tribunal de derechos humanos. Deseamos a Zimbabue un feliz año 2009 sin Mugabe. Muchas gracias.","Tal y como dice el informe , según las estimaciones de 2007 , Zimbabue cuenta con una población de 12 millones de personas , de las que casi la mitad de ellas está pasando hambre . La esperanza de vida es de 36 años y solo un 40 % de los profesores del país está trabajando , y únicamente un tercio de los alumnos asiste a clase , con lo cual Mugabe no solo está matando el presente , está matando el futuro .
La represión y mutilación de los derechos humanos también está a la orden del día . Los defensores de los derechos humanos de Zimbabue han sido sistemáticamente el blanco de detenciones arbitrarias , arrestos y torturas . La legislación introducida por el Gobierno reduce severamente las libertades de expresión , asamblea , movimiento y reunión .
Quisiera citar varias de ellas , ya que el Gobierno ha introducido normas cada vez más represivas , las cuales han sido contra estos defensores activistas de los derechos humanos . Por ejemplo , la Ley de acceso a la información y protección de la privacidad , usada por el Gobierno para silenciar de forma efectiva a periodistas ; la Ley de orden público y seguridad , la cual ha limitado severamente la libertad de reunión y cientos de defensores de los derechos humanos , incluyendo trabajadores de medios independientes , han sido detenidos arbitrariamente ; y también la Ley de organizaciones voluntarias de carácter privado , restablecida en 2002 por el Gobierno y presuntamente usada para intimidar y acosar a las ONG .
Señora Presidenta , en mi lengua materna , el euskera — el vasco — , que no es oficial en esta cámara , Mugabe quiere decir « sin límite » , un buen mote para este personaje .
El dictador de dicho país africano no es sólo uno más dentro de la amplia lista de dictadores con que , por desgracia , contamos en este planeta , sino que me atrevo a decir que ocupa uno de los puestos en el top ten de dictadores . Creo que en la UE tenemos que hacer lo imposible para que este personaje se vaya y acabe sus días sentado ante un Tribunal de Derechos Humanos .
Deseamos pues a Zimbabue un feliz año 2009 sin Mugabe .
"
en.20081218.39.4-280,320,69.7835216267931,90.41052969987504,68.93734039497576,69.08377759854893,134.2039375,116.92680143899997,0.8712620778283795," Señora Presidenta, tenemos una propuesta de resolución. Sobre Nicaragua, en la que hay que tomar diferentes aspectos. En primer lugar, hay alegación de fraude al menos en dos municipios, Nicaragua y León. Y esto empaña el resultado electoral del 9 de noviembre. Por otro lado, tenemos un gobierno que se ha preocupado de resolver algunos de los problemas que eliminan los derechos humanos en América Latina, concretamente la pobreza, el analfabetismo. La mortalidad infantil la disposición de agua potable, y la falta de titularidad sobre las tierras indígenas. Entonces, al examinar el caso, nosotros tenemos que distinguir perfectamente los dos aspectos. Por un lado, tenemos que estimular los derechos humanos. Y tenemos que defender los derechos humanos, en el sentido tradicional, como derechos políticos. Y por el otro, tenemos que alentar al gobierno de Nicaragua. Siguiendo en su función de ayuda a los sectores más necesitados del país. Desde luego, tenemos que garantizar que la oposición pueda ejercitar su función y tenemos que defendernos al fraude, pero sin embargo, hay que tener un resultado equilibrado. El Grupo Socialista ha presentado varias propuestas de enmiendas orales, tratando de encauzar el texto definitivo para que sea más equilibrado. Con respecto a las alegaciones de violaciones de derechos fundamentales, con respecto al carácter criminal o no de las investigaciones y con respecto al número de municipalidades en los que el efecto se ha producido algún tipo de derogación. En resumidas cuentas, queremos condenar las supuestas de infracción del derecho político fundamental, pero sin llegar al extremo de colocar al gobierno de Nicaragua en una situación difícil para seguir cumpliendo su función de apoyo a las capas más necesitadas de la sociedad.","Tenemos una propuesta de resolución sobre Nicaragua en la que hay que tomar en consideración diferentes aspectos . En primer lugar , hay alegación de fraude — al menos en dos municipios : Nicaragua y León — y esto empaña el resultado electoral del 9 de noviembre . Por otro lado , tenemos un Gobierno que se ha preocupado de resolver algunos de los problemas que eliminan los derechos humanos en América Latina , concretamente la pobreza , el analfabetismo , la mortalidad infantil , la disponibilidad de agua potable y la falta de titularidad sobre las tierras indígenas .
Entonces , al examinar el caso , nosotros tenemos que distinguir perfectamente los dos aspectos . Por un lado , tenemos que estimular los derechos humanos y tenemos que defender los derechos humanos , en el sentido tradicional , como derechos políticos y , por el otro lado , tenemos que alentar al Gobierno de Nicaragua a que siga en su función de ayuda a los sectores más necesitados del país . Desde luego , tenemos que garantizar que la oposición pueda ejercitar su función , tenemos que oponernos al fraude y tenemos que defender la actuación de las ONG . Pero , sin embargo , hay que tener un resultado equilibrado .
El Grupo Socialista ha presentado varias propuestas de enmiendas orales tratando de encauzar el texto definitivo para que sea más equilibrado con respecto a las alegaciones de violaciones de derechos fundamentales , con respecto al carácter criminal o no de las investigaciones y con respecto al número de municipalidades en las que en efecto se ha producido algún tipo de irregularidad .
En resumidas cuentas , queremos condenar los supuestos de infracción de derechos políticos fundamentales , pero sin llegar al extremo de colocar al Gobierno de Nicaragua en una situación difícil para que siga cumpliendo su función de apoyo a las capas más necesitadas de su sociedad .
"
